movie,release_date,production_budget,domestic_gross,worldwide_gross
xxx: return of xander cage,2017-01-20,85000000,44898413,345033359
meet joe black,1998-11-13,85000000,44650003,44650003
cats & dogs: the revenge of kitty galore,2010-07-30,85000000,43585753,113026383
collateral damage,2002-02-08,85000000,40048332,78353508
showtime,2002-03-15,85000000,37948765,78948765
judge dredd,1995-06-30,85000000,34687912,113487912
zodiac,2007-03-02,85000000,33080084,83080084
scott pilgrim vs. the world,2010-08-13,85000000,31611316,48056764
the core,2003-03-28,85000000,31111260,74132631
father's day,1997-05-09,85000000,28681080,35681080
the greatest showman,2017-12-20,84000000,174340174,386665550
scooby-doo,2002-06-14,84000000,153294164,276294164
nutty professor ii: the klumps,2000-07-28,84000000,123307945,166307945
red 2,2013-07-19,84000000,53262560,141507355
click,2006-06-23,82500000,137355633,237685089
charlotte's web,2006-12-15,82500000,82985708,143985708
jumper,2008-02-14,82500000,80172128,222640812
hellboy ii: the golden army,2008-07-11,82500000,75986503,160388063
the longest yard,2005-05-27,82000000,158119460,191558505
the expendables,2010-08-13,82000000,103068524,268268174
the 6th day,2000-11-17,82000000,34543701,96024898
call of the wild,2020-02-21,82000000,0,0
bruce almighty,2003-05-23,81000000,242704995,484468608
the hunger games,2012-03-23,80000000,408010692,677923379
the hangover part ii,2011-05-26,80000000,254464305,586464305
mission: impossible,1996-05-21,80000000,180981886,457697994
the lego batman movie,2017-02-10,80000000,175750384,310660018
hotel transylvania 2,2015-09-25,80000000,169700110,469500298
batman returns,1992-06-18,80000000,162833635,266824291
the mummy,1999-05-07,80000000,155385488,416385488
over the hedge,2006-05-19,80000000,155019340,343397247
lilo & stitch,2002-06-21,80000000,145771527,245800000
deep impact,1998-05-08,80000000,140464664,349464664
grown ups 2,2013-07-12,80000000,133668525,247023808
alvin and the chipmunks: chipwrecked,2011-12-16,80000000,133107389,349088523
get smart,2008-06-20,80000000,130319208,226739416
robots,2005-03-11,80000000,128200012,260700012
shutter island,2010-02-19,80000000,128012934,299461782
something's gotta give,2003-12-12,80000000,124685242,266685242
four christmases,2008-11-26,80000000,120146040,168311558
face/off,1997-06-27,80000000,112276146,241200000
bedtime stories,2008-12-25,80000000,110101975,221468935
road to perdition,2002-07-12,80000000,104054514,183354514
just go with it,2011-02-11,80000000,103028109,214974953
daredevil,2003-02-14,80000000,102543518,182782518
eagle eye,2008-09-26,80000000,101440743,180585259
con air,1997-06-06,80000000,101117573,224117573
yogi bear,2010-12-17,80000000,100246011,204774690
cold mountain,2003-12-25,80000000,95632614,165173909
the book of eli,2010-01-15,80000000,94835059,158750817
flubber,1997-11-26,80000000,92993801,177993801
the haunting,1999-07-23,80000000,91188905,180188905
space jam,1996-11-15,80000000,90463534,250200000
fury,2014-10-17,80000000,85817906,210315681
smallfoot,2018-09-28,80000000,83240103,213691277
the pink panther,2006-02-10,80000000,82226474,158926474
zookeeper,2011-07-08,80000000,80360866,170805525
the day the earth stood still,2008-12-12,80000000,79366978,237370350
conspiracy theory,1997-08-08,80000000,76118990,142783718
"six days, seven nights",1998-06-12,80000000,74339294,164800000
spirit: stallion of the cimarron,2002-05-24,80000000,73215310,106515310
swordfish,2001-06-08,80000000,69772969,147080413
fantasia 2000 (theatrical release),1999-12-31,80000000,69610858,69618634
lost in space,1998-04-03,80000000,69117629,136047317
the manchurian candidate,2004-07-30,80000000,65948711,96148711
dã©jã vu,2006-11-22,80000000,64038616,181038616
the secret life of pets 2,2019-06-07,80000000,63795655,113351496
bewitched,2005-06-24,80000000,63313159,131159306
the time machine,2002-03-08,80000000,56684819,98983590
what dreams may come,1998-10-02,80000000,55485043,71485043
mighty joe young,1998-12-25,80000000,50632037,50632037
the legend of zorro,2005-10-28,80000000,45575336,141475336
little nicky,2000-11-10,80000000,39442871,58270391
surrogates,2009-09-25,80000000,38577772,119668350
evolution,2001-06-08,80000000,38311134,98341932
the brothers grimm,2005-08-26,80000000,37899638,105299638
mars attacks!,1996-12-13,80000000,37771017,101371017
the wild,2006-04-14,80000000,37384046,99010667
walking with dinosaurs,2013-12-20,80000000,36076121,123368842
thirteen days,2000-12-22,80000000,34566746,66554547
daylight,1996-12-06,80000000,32908290,158908290
the last witch hunter,2015-10-23,80000000,27367660,130818912
pompeii,2014-02-21,80000000,23169033,108469033
battlefield earth: a saga of the year 3000,2000-05-12,80000000,21471685,29725663
looney tunes: back in action,2003-11-14,80000000,20950820,54540662
nine,2009-12-18,80000000,19676965,53508858
timeline,2003-11-26,80000000,19480739,26703184
oceans,2010-04-22,80000000,19422319,86787530
babe: pig in the city,1998-11-25,80000000,18319860,69131860
the postman,1997-12-25,80000000,17650704,20841123
red planet,2000-11-10,80000000,17480890,33463969
arthur et les minimoys,2007-01-12,80000000,15132763,113325743
the invasion,2007-08-17,80000000,15074191,40147042
a sound of thunder,2005-09-02,80000000,1900451,6300451
the lion king,1994-06-15,79300000,421785283,986214868
journey 2: the mysterious island,2012-02-10,79000000,103860290,318146162
jack and jill,2011-11-11,79000000,74158157,150519217
a beautiful mind,2001-12-21,78000000,170708996,317668058
cloudy with a chance of meatballs 2,2013-09-27,78000000,119793567,274392649
red dragon,2002-10-04,78000000,92955420,206455420
hidalgo,2004-03-05,78000000,67286731,108086731
the league of extraordinary gentlemen,2003-07-11,78000000,66465204,179265204
exorcist: the beginning,2004-08-20,78000000,41814863,43957541
astã©rix et obã©lix: au service de sa majestã©,2012-12-31,77600000,0,60680125
the little prince,2016-02-12,77500000,1311213,102028919
renegades,2019-01-22,77500000,0,1521672
the equalizer 2,2018-07-20,77000000,102084362,190453132
despicable me 2,2013-07-03,76000000,368065385,975216835
2 fast 2 furious,2003-06-06,76000000,127120058,236410607
children of men,2006-12-25,76000000,35552383,69845011
the adventures of rocky & bullwinkle,2000-06-30,76000000,26000610,35129610
the secret life of pets,2016-07-08,75000000,368384330,886750534
independence day,1996-07-02,75000000,306169255,817400878
dr. seussâ the grinch,2018-11-09,75000000,270620950,511002426
sing,2016-12-21,75000000,270329045,634454789
despicable me 3,2017-06-30,75000000,264624300,1034727750
the lost world: jurassic park,1997-05-22,75000000,229086679,618638999
ice age: the meltdown,2006-03-31,75000000,195330621,651899282
madagascar,2005-05-27,75000000,193595521,556559566
grown ups,2010-06-25,75000000,162001186,272223430
shark tale,2004-10-01,75000000,161412000,371917043
x-men,2000-07-14,75000000,157299717,296872367
wanted,2008-06-27,75000000,134508551,342416460
the rock,1996-06-07,75000000,134069511,336069511
50 first dates,2004-02-13,75000000,120776832,196320329
hairspray,2007-07-20,75000000,118871849,203035572
now you see me,2013-05-31,75000000,117723989,342769200
dreamgirls,2006-12-15,75000000,103365956,155708695
christopher robin,2018-08-03,75000000,99215042,197504758
inspector gadget,1999-07-23,75000000,97387965,97387965
immortals,2011-11-11,75000000,83504017,211562435
the terminal,2004-06-18,75000000,77073959,218673959
constantine,2005-02-18,75000000,75976178,221594911
monster house,2006-07-21,75000000,73661010,141267370
vertical limit,2000-12-08,75000000,68473360,213500000
charlie wilson's war,2007-12-21,75000000,66661095,119512771
life,1999-04-16,75000000,64062587,73521587
be cool,2005-03-04,75000000,55849401,94944017
munich,2005-12-23,75000000,47379090,131492772
killers,2010-06-04,75000000,47059963,95572749
the man from u.n.c.l.e.,2015-08-14,75000000,45445109,104949584
tears of the sun,2003-03-07,75000000,43632458,85632458
lady in the water,2006-07-21,75000000,42285169,72785169
spanglish,2004-12-17,75000000,42044321,54344321
bandits,2001-10-12,75000000,41523271,71523271
anna and the king,1999-12-17,75000000,39251128,39251128
first knight,1995-07-07,75000000,37361412,127361412
sucker punch,2011-03-25,75000000,36392502,89758389
hostage,2005-03-11,75000000,34636443,77636443
inferno,2016-10-28,75000000,34343574,219519367
hollywood homicide,2003-06-13,75000000,30207785,50409753
titan a.e.,2000-06-16,75000000,22751979,36751979
flight of the phoenix,2004-12-17,75000000,21009180,34009180
soldier,1998-10-23,75000000,14623082,14623082
virus,1999-01-15,75000000,14010690,30626690
monkeybone,2001-02-23,75000000,5409517,5409517
playmobil,2019-08-30,75000000,0,0
355,2019-12-31,75000000,0,0
minions,2015-07-10,74000000,336045770,1160336173
the spongebob movie: sponge out of water,2015-02-06,74000000,162994032,311013181
unbreakable,2000-11-22,73243106,94999143,248099143
talladega nights: the ballad of ricky bobby,2006-08-04,73000000,148213377,162870525
the angry birds movie,2016-05-20,73000000,107509366,352327887
snake eyes,1998-08-07,73000000,55591409,103891409
sphere,1998-02-13,73000000,37068294,50168294
the simpsons movie,2007-07-27,72500000,183135014,527071022
fool's gold,2008-02-08,72500000,70231041,109362966
funny people,2009-07-31,72500000,51855045,71880305
the kingdom,2007-09-28,72500000,47467250,86509602
dr. dolittle 2,2001-06-22,72000000,112950721,176101721
braveheart,1995-05-24,72000000,75545647,209045244
jarhead,2005-11-04,72000000,62647540,96947540
driven,2001-04-27,72000000,32616869,54616869
the majestic,2001-12-21,72000000,27796042,37306334
two brothers,2004-06-25,72000000,19176754,62176754
the village,2004-07-30,71682975,114197520,257641634
doctor dolittle,1998-06-26,71500000,144156605,294156605
signs,2002-08-02,70702619,227969295,408269295
shrek 2,2004-05-19,70000000,441226247,937008132
cars,2006-06-09,70000000,244082982,461651246
alvin and the chipmunks: the squeakquel,2009-12-23,70000000,219614612,443483213
who framed roger rabbit?,1988-06-22,70000000,154112492,351500000
runaway bride,1999-07-30,70000000,152257509,310138178
xxx,2002-08-09,70000000,141930000,267200000
oceanâs 8,2018-06-08,70000000,140218711,297115976
ransom,1996-11-08,70000000,136492681,308700000
inglourious basterds,2009-08-21,70000000,120774594,316915264
hook,1991-12-11,70000000,119654823,300854823
die hard 2,1990-07-03,70000000,117323878,239814025
s.w.a.t.,2003-08-08,70000000,116877597,207154748
daddyâs home 2,2017-11-10,70000000,104029443,175807183
sleepy hollow,1999-11-19,70000000,101068340,207068340
vanilla sky,2001-12-14,70000000,100614858,202726605
hercules,1997-06-13,70000000,99112101,250700000
olympus has fallen,2013-03-22,70000000,98927592,172878928
battle: los angeles,2011-03-11,70000000,83552429,213463976
avp: alien vs. predator,2004-08-13,70000000,80281096,172543519
war horse,2011-12-25,70000000,79883359,156815529
we were soldiers,2002-03-01,70000000,78120196,114658262
the monuments men,2014-02-07,70000000,78031620,158702748
storks,2016-09-23,70000000,72679278,183353431
star trek: insurrection,1998-12-11,70000000,70187658,117800000
big fish,2003-12-10,70000000,66432867,123954323
wolf,1994-06-17,70000000,65011757,131011757
underworld: awakening,2012-01-20,70000000,62321039,160379930
the lego ninjago movie,2017-09-22,70000000,59281555,122737201
dracula untold,2014-10-10,70000000,55991880,220241723
the guardian,2006-09-29,70000000,55011732,94973540
the abyss,1989-08-09,70000000,54243125,54243125
wall street 2: money never sleeps,2010-09-24,70000000,52474616,137431619
the dilemma,2011-01-14,70000000,48475290,70546865
rumor has it,2005-12-25,70000000,42996140,88933562
the siege,1998-11-06,70000000,40934175,116625798
stardust,2007-08-10,70000000,38634938,137022245
rock of ages,2012-06-15,70000000,38518613,61031932
seven years in tibet,1997-10-08,70000000,37945884,131445884
sky captain and the world of tomorrow,2004-09-17,70000000,37760080,49730854
the brave one,2007-09-14,70000000,36793804,69792704
i spy,2002-11-01,70000000,33561137,60279822
bad company,2002-06-07,70000000,30157016,69157016
doom,2005-10-21,70000000,28212337,58757178
the finest hours,2016-01-29,70000000,27569558,49252761
escape plan,2013-10-18,70000000,25135965,103735965
killer elite,2011-09-23,70000000,25124986,65409046
hard rain,1998-01-16,70000000,19870567,19870567
hart's war,2002-02-15,70000000,19076815,33076815
rollerball,2002-02-08,70000000,18990542,25852508
the legend of hercules,2014-01-10,70000000,18848538,58953319
next,2007-04-27,70000000,18211013,73591500
ballistic: ecks vs. sever,2002-09-20,70000000,14294842,14294842
osmosis jones,2001-08-10,70000000,13596911,13596911
legends of oz: dorothyâs return,2014-05-09,70000000,8462347,20107933
blackhat,2015-01-16,70000000,8005980,19665004
basic instinct 2,2006-03-31,70000000,5946136,35417162
agora,2010-05-28,70000000,619423,38992292
despicable me,2010-07-09,69000000,251513985,543464573
dinner for schmucks,2010-07-30,69000000,73026337,86796502
red sparrow,2018-03-02,69000000,46874505,145951861
the twilight saga: eclipse,2010-06-30,68000000,300531751,706102828
the sum of all fears,2002-05-31,68000000,118471320,193500000
ted 2,2015-06-26,68000000,81476385,217214143
the score,2001-07-13,68000000,71069884,113542091
hall pass,2011-02-25,68000000,45060734,87173475
money train,1995-11-22,68000000,35324232,77224232
dreamcatcher,2003-03-21,68000000,33685268,75685268
mystery men,1999-08-06,68000000,29762011,33462011
the insider,1999-11-05,68000000,28965197,60265197
downsizing,2017-12-22,68000000,24449754,54462971
doctor seuss' the lorax,2012-03-02,67500000,214030500,350976753
body of lies,2008-10-10,67500000,39394666,118556530
abraham lincoln: vampire hunter,2012-06-22,67500000,37519139,137489730
last man standing,1996-09-20,67000000,18115927,18115927
the last legion,2007-08-17,67000000,5932060,25357771
entrapment,1999-04-30,66000000,87707396,211700000
the x files: fight the future,1998-06-19,66000000,83898313,189176423
need for speed,2014-03-14,66000000,43568507,194169619
saving private ryan,1998-07-24,65000000,216335085,485035085
what women want,2000-12-15,65000000,182805123,374105123
lincoln,2012-11-09,65000000,182207973,273346281
ice age,2002-03-15,65000000,176387405,386116343
apollo 13,1995-06-30,65000000,173772767,335802271
the matrix,1999-03-31,65000000,171479930,463517383
hotel transylvania 3: summer vacation,2018-07-13,65000000,167500092,527079962
